Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Mahmood, A., Marpaung, C.O.P.","57197949028; 6603271958","Carbon pricing and energy efficiency improvement -- Why to miss the interaction for developing economies? An illustrative CGE based application to the pakistan case",2014,"Energy Policy",67,"",,87,103,,44,10.1016/j.enpol.2013.09.072,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84893871975&partnerID=40&md5=310c4f9e37d150a35c6609ab4af98b90",Article,Final,"",Scopus,2-s2.0-84893871975
"Brunke, J.-C., Blesl, M.","55993991500; 6506641238","A plant-specific bottom-up approach for assessing the cost-effective energy conservation potential and its ability to compensate rising energy-related costs in the German iron and steel industry",2014,"Energy Policy",67,"",,431,446,,49,10.1016/j.enpol.2013.12.024,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84893864999&partnerID=40&md5=fecb68087b65bed40df10ffd48b71ffc",Article,Final,"",Scopus,2-s2.0-84893864999
"Shahnazari, M., McHugh, A., Maybee, B., Whale, J.","56007996300; 55948290900; 55864628700; 6602745391","Evaluation of power investment decisions under uncertain carbon policy: A case study for converting coal fired steam turbine to combined cycle gas turbine plants in Australia",2014,"Applied Energy",118,"",,271,279,,32,10.1016/j.apenergy.2013.12.050,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84892659979&partnerID=40&md5=b6ccca2259d1a2e7a32eb27398d71bad",Article,Final,"All Open Access, Green",Scopus,2-s2.0-84892659979
"Suk, S., Liu, X., Lee, S.-Y., Go, S., Sudo, K.","55261395700; 8258055300; 55992306500; 55990317300; 55344846600","Affordability of energy cost increases for Korean companies due to market-based climate policies: A survey study by sector",2014,"Journal of Cleaner Production",67,"",,208,219,,11,10.1016/j.jclepro.2013.12.053,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84894032348&partnerID=40&md5=d0d625d0a0e70a1a7cfa522e705b6e93",Article,Final,"",Scopus,2-s2.0-84894032348
"Xiang, D., Yang, S., Liu, X., Mai, Z., Qian, Y.","55842683900; 12803737500; 57241516800; 55965383900; 7402872834","Techno-economic performance of the coal-to-olefins process with CCS",2014,"Chemical Engineering Journal",240,"",,45,54,,89,10.1016/j.cej.2013.11.051,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84890385462&partnerID=40&md5=0b12c4782b1023856857770140016c88",Article,Final,"",Scopus,2-s2.0-84890385462
"Havlík, P., Valin, H., Herrero, M., Obersteiner, M., Schmid, E., Rufino, M.C., Mosnier, A., Thornton, P.K., Böttcher, H., Conant, R.T., Frank, S., Fritz, S., Fuss, S., Kraxner, F., Notenbaert, A.","35221567100; 35273829100; 34770911400; 6603640566; 14120125900; 56165143400; 35772639900; 16220644800; 23097123300; 7005894863; 55584015900; 7102365239; 23972595600; 7801416246; 9740626100","Climate change mitigation through livestock system transitions",2014,"Proceedings of the National Academy of Sciences of the United States of America",111,"10",,3709,3714,,326,10.1073/pnas.1308044111,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84896257288&partnerID=40&md5=7a7ebdd6e4969c0d9f8e9d884768ce79",Article,Final,"All Open Access, Bronze, Green",Scopus,2-s2.0-84896257288
"Mullins, K.A., Venkatesh, A., Nagengast, A.L., Kocoloski, M.","36816353000; 57143947400; 35797302500; 35975038400","Regional allocation of biomass to U.S. energy demands under a portfolio of policy scenarios",2014,"Environmental Science and Technology",48,"5",,2561,2568,,11,10.1021/es405222w,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84895539181&partnerID=40&md5=face3c51f879674c3cba45a2f81b6385",Article,Final,"",Scopus,2-s2.0-84895539181
"Sadorsky, P.","6603166747","Carbon price volatility and financial risk management",2014,"Journal of Energy Markets",7,"1",,83,102,,5,10.21314/JEM.2014.118,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85062909216&partnerID=40&md5=fde101adb7c3b75d1897724701693efe",Article,Final,"",Scopus,2-s2.0-85062909216
"Burtraw, D., Sekar, S.","6603790570; 57189852532","Two world views on carbon revenues",2014,"Journal of Environmental Studies and Sciences",4,"1",,110,120,,10,10.1007/s13412-013-0151-y,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84977107154&partnerID=40&md5=804746db259c92b5ef8cab5dd7015b89",Article,Final,"",Scopus,2-s2.0-84977107154
"Calvin, K., Wise, M., Clarke, L., Edmonds, J., Jones, A., Thomson, A.","26640190700; 7202820832; 14626095800; 7102594598; 57211125721; 7403717763","Near-term limits to mitigation: Challenges arising from contrary mitigation effects from indirect land-use change and sulfur emissions",2014,"Energy Economics",42,"",,233,239,,1,10.1016/j.eneco.2013.09.026,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84894327367&partnerID=40&md5=50a8a70a0843c6e5b317f0537becf2e1",Article,Final,"",Scopus,2-s2.0-84894327367
"Schmidt, R.C., Heitzig, J.","56393146600; 6507526753","Carbon leakage: Grandfathering as an incentive device to avert firm relocation",2014,"Journal of Environmental Economics and Management",67,"2",,209,223,,44,10.1016/j.jeem.2013.12.004,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84894283710&partnerID=40&md5=bbacfdd5f930209d57bd2ca1f07cbf16",Article,Final,"All Open Access, Green",Scopus,2-s2.0-84894283710
"Parry, I.W.H., Evans, D., Oates, W.E.","7005819304; 57188718705; 7005806112","Are energy efficiency standards justified?",2014,"Journal of Environmental Economics and Management",67,"2",,104,125,,38,10.1016/j.jeem.2013.11.003,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84894281419&partnerID=40&md5=7f04680c9e02aecd890f28de9b27df21",Article,Final,"",Scopus,2-s2.0-84894281419
"Walsh, D.M., O'Sullivan, K., Lee, W.T., Devine, M.T.","16178659700; 17135674200; 55713025800; 56012342500","When to invest in carbon capture and storage technology: A mathematical model",2014,"Energy Economics",42,"",,219,225,,27,10.1016/j.eneco.2013.12.012,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84892871946&partnerID=40&md5=1ad415195d70b89ca122b014dd0caac4",Article,Final,"All Open Access, Green",Scopus,2-s2.0-84892871946
"Ren, H., Wu, Q., Ren, J., Gao, W.","33568155600; 36345033900; 7403083641; 55505206200","Cost-effectiveness analysis of local energy management based on urban-rural cooperation in China",2014,"Applied Thermal Engineering",64,"1-2",,224,232,,14,10.1016/j.applthermaleng.2013.12.049,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84892708198&partnerID=40&md5=a9439da66f59dd3c5f03349f8b20e3fe",Article,Final,"",Scopus,2-s2.0-84892708198
"Ruester, S., Schwenen, S., Finger, M., Glachant, J.-M.","24436999900; 55945263400; 22834316100; 8628759900","A post-2020 EU energy technology policy: Revisiting the strategic energy technology plan",2014,"Energy Policy",66,"",,209,217,,19,10.1016/j.enpol.2013.11.044,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84892477749&partnerID=40&md5=5b608439f496190e91cc2f39a205acbb",Article,Final,"All Open Access, Green",Scopus,2-s2.0-84892477749
"Zhang, S., Bauer, N., Luderer, G., Kriegler, E.","55694609800; 23466205000; 15069126500; 55881072300","Role of technologies in energy-related CO2 mitigation in China within a climate-protection world: A scenarios analysis using REMIND",2014,"Applied Energy",115,"",,445,455,,45,10.1016/j.apenergy.2013.10.039,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84891162633&partnerID=40&md5=48a365df3396eede7a2e2078f1ed59cc",Article,Final,"All Open Access, Green",Scopus,2-s2.0-84891162633
"Aboumahboub, T., Luderer, G., Kriegler, E., Leimbach, M., Bauer, N., Pehl, M., Baumstark, L.","37010978700; 15069126500; 55881072300; 6602732810; 23466205000; 57189996027; 35098318800","On the regional distribution of climate mitigation costs: The impact of delayed cooperative action",2014,"Climate Change Economics",5,"1", 1440002,,,,12,10.1142/S2010007814400028,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85073459862&partnerID=40&md5=46fa5ab661ceda7d985da0b4f67e079a",Article,Final,"",Scopus,2-s2.0-85073459862
"Bowen, A., Campiglio, E., Tavoni, M.","36022224400; 55567676000; 21744127000","A macroeconomic perspective on climate change mitigation: Meeting the financing challenge",2014,"Climate Change Economics",5,"1", 1440005,,,,24,10.1142/S2010007814400053,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85073411375&partnerID=40&md5=835ba4b1d872e320438e285fb302712d",Article,Final,"All Open Access, Green",Scopus,2-s2.0-85073411375
"Kung, C.-C., McCarl, B., Chen, C.-C., Cao, X.","53984474500; 7005687334; 8336656500; 36118661100","Environmental impact and energy production: Evaluation of biochar application on taiwanese set-aside land",2014,"Energy and Environment",25,"1",,13,40,,10,10.1260/0958-305X.25.1.13,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84896798983&partnerID=40&md5=55327ab042c8c4307122f7a0d5fe42c9",Article,Final,"",Scopus,2-s2.0-84896798983
"Zhu, B., Ma, S., Chevallier, J., Wei, Y.","14326460600; 56035702300; 35316737800; 13005705700","Modelling the dynamics of European carbon futures price: A Zipf analysis",2014,"Economic Modelling",38,"",,372,380,,28,10.1016/j.econmod.2014.01.020,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84893910112&partnerID=40&md5=79e971f44f55495741691099ded8fc69",Article,Final,"",Scopus,2-s2.0-84893910112
"Fan, J.H., Roca, E., Akimov, A.","55613942000; 7006297611; 24390517700","Estimation and performance evaluation of optimal hedge ratios in the carbon market of the European Union Emissions Trading Scheme",2014,"Australian Journal of Management",39,"1",,73,91,,19,10.1177/0312896212468454,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84893690235&partnerID=40&md5=7a2edc4d88fb0f6871e7a75c669fb6c7",Article,Final,"All Open Access, Green",Scopus,2-s2.0-84893690235
"Seinre, E., Kurnitski, J., Voll, H.","26423325200; 55940296200; 35756952700","Quantification of environmental and economic impacts for main categories of building labeling schemes",2014,"Energy and Buildings",70,"",,145,158,,16,10.1016/j.enbuild.2013.11.048,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84890811176&partnerID=40&md5=14316f43f33e5772613cb2b42470f4b6",Article,Final,"",Scopus,2-s2.0-84890811176
"Gilbert, P., Alexander, S., Thornley, P., Brammer, J.","36716098700; 57197665606; 13606464400; 6603762598","Assessing economically viable carbon reductions for the production of ammonia from biomass gasification",2014,"Journal of Cleaner Production",64,"",,581,589,,73,10.1016/j.jclepro.2013.09.011,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84890309723&partnerID=40&md5=4415cd54ab27035dbf159f7fbbe88752",Article,Final,"All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-84890309723
"Ge, X.J.","55636544400","Did the introduction of carbon tax in australia affect housing affordability?",2014,"Advanced Materials Research",869-870,"",,840,843,,2,10.4028/www.scientific.net/AMR.869-870.840,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84891721870&partnerID=40&md5=12d5ad1b73461cb4752042c3d62137c8",Conference Paper,Final,"All Open Access, Green",Scopus,2-s2.0-84891721870
[No author name available],[No author name available],"Conclusion",2014,"Carbon Pricing: Early Experience and Future Prospects",,"",,179,,,,10.4337/9781782547747.00026,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85087973188&partnerID=40&md5=c0b1bd6b72a228a49309d055591db6a1",Book Chapter,Final,"",Scopus,2-s2.0-85087973188
"Khoo-Lattimore, C., Prideaux, B.","36918528600; 6603347942","ZMET: A psychological approach to understanding unsustainable tourism mobility",2014,"Understanding and Governing Sustainable Tourism Mobility: Psychological and Behavioural Approaches",,"",,88,103,,,10.4324/9780203771501-15,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85086983518&partnerID=40&md5=027b75f6433c5a03f10d85fc4d0511cd",Book Chapter,Final,"",Scopus,2-s2.0-85086983518
"Diukanova, O.","51160911900","Evaluating of post-2012 carbon policies",2014,"Climate Change Management",,"",,253,265,,,10.1007/978-3-319-04489-7_18,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85071392810&partnerID=40&md5=ec1363abc1f9c7f15140a512ba29682c",Book Chapter,Final,"",Scopus,2-s2.0-85071392810
"Curtis, J., Di Cosmo, V., Deane, P.","56198020300; 36491502400; 56503614300","Climate policy, interconnection and carbon leakage: The effect of unilateral UK policy on electricity and GHG emissions in Ireland",2014,"Economics of Energy and Environmental Policy",3,"2",,145,158,,4,10.5547/2160-5890.3.2.jcur,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84995912333&partnerID=40&md5=03ac71d997e677c7795d322e56cb9d72",Article,Final,"All Open Access, Green",Scopus,2-s2.0-84995912333
"Keogh, M.","57116035000","Modeling the impact of the Australian greenhouse emissions trading scheme on farm and fishery businesses",2014,"Carbon Pricing: Early Experience and Future Prospects",,"",,123,135,,1,10.4337/9781782547747.00021,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84958146234&partnerID=40&md5=37ee56c9749efb678497a89550e32b1f",Book Chapter,Final,"",Scopus,2-s2.0-84958146234
"Quiggin, J.","7003284808","How I learned to stop worrying and love the RET",2014,"Carbon Pricing: Early Experience and Future Prospects",,"",,89,98,,2,10.4337/9781782547747.00018,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84958146229&partnerID=40&md5=28ef288139228a280ca46f2fc15ae3b1",Book Chapter,Final,"All Open Access, Green",Scopus,2-s2.0-84958146229
"Cook, J.","55382564200","How has the carbon tax affected the public ‘debate’ on climate change?",2014,"Carbon Pricing: Early Experience and Future Prospects",,"",,49,63,,,10.4337/9781782547747.00015,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84958146181&partnerID=40&md5=82fee90c9f8fbead96cd5a02ee6b63ae",Book Chapter,Final,"",Scopus,2-s2.0-84958146181
"Besley, D., Downie, C., Kennedy, S., Writer, S.","57116413900; 25958007600; 57115742700; 57116296600","Carbon pricing in Australia: An early view from the inside",2014,"Carbon Pricing: Early Experience and Future Prospects",,"",,25,48,,2,10.4337/9781782547747.00014,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84958117000&partnerID=40&md5=d45db946aab41dc7ad61ff55f84884eb",Book Chapter,Final,"",Scopus,2-s2.0-84958117000
"Quiggin, J., Adamson, D., Quiggin, D.","7003284808; 7005640426; 57218122030","Carbon pricing: Early experience and future prospects",2014,"Carbon Pricing: Early Experience and Future Prospects",,"",,1,183,,2,10.4337/9781782547747,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84958115796&partnerID=40&md5=687259541af05bd6596f0183c110a86e",Book,Final,"",Scopus,2-s2.0-84958115796
"Wild, P., Bell, W.P., Foster, J.","7102744060; 56729942200; 7403380950","The impact of carbon prices on Australia’s National Electricity Market",2014,"Carbon Pricing: Early Experience and Future Prospects",,"",,101,122,,2,10.4337/9781782547747.00020,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84958115080&partnerID=40&md5=2542c8da8239730fa57380d54173bc90",Book Chapter,Final,"",Scopus,2-s2.0-84958115080
"Garnaut, R.","6602419323","The carbon tax: Early experience and future prospects",2014,"Carbon Pricing: Early Experience and Future Prospects",,"",,7,24,,2,10.4337/9781782547747.00013,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84958114244&partnerID=40&md5=d6fdc4e02dba1b35eeceb844b08432d1",Book Chapter,Final,"",Scopus,2-s2.0-84958114244
"Bubna-Litic, K., Stoianoff, N.","23090486400; 6505797567","Carbon pricing and renewable energy innovation: A comparison of Australian, British and Canadian carbon pricing policies",2014,"Environmental and Planning Law Journal",31,"5",,368,384,,2,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84952657299&partnerID=40&md5=3276de9e7b0489f296e2a53d3b4f2660",Article,Final,"",Scopus,2-s2.0-84952657299
"Prentice, J.","55851046900","2030 vision: An analysis of proposed structural reforms of the European Union’s Emissions Trading Scheme",2014,"Environmental and Planning Law Journal",31,"3",,236,243,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84952648301&partnerID=40&md5=201953e84a83ed0dda99c753a5471ead",Article,Final,"",Scopus,2-s2.0-84952648301
"Scholtens, B., Van Der Goot, F.","17344623500; 57000142200","Carbon prices and firms' financial performance: An industry perspective",2014,"Carbon Management",5,"5-6",,491,505,,8,10.1080/20430779.2015.1027862,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84949682355&partnerID=40&md5=74b308558c9abbf3731b5f219300c4b2",Article,Final,"",Scopus,2-s2.0-84949682355
"Talkington, C., Pilcher, R.C., Ruiz, F.A.","55693814900; 6701827428; 49964454500","Addressing barriers to global deployment of best practices to reduce methane emissions from coal mines",2014,"Carbon Management",5,"5-6",,587,594,,2,10.1080/17583004.2015.1058144,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84949654090&partnerID=40&md5=d215cec236162e25c8f13ac8af85051e",Article,Final,"All Open Access, Bronze",Scopus,2-s2.0-84949654090
"Chamberlin, S., Maxey, L., Hurth, V.","56998492600; 14625185500; 17343941200","Reconciling scientific reality with realpolitik: Moving beyond carbon pricing to TEQs - An integrated, economy-wide emissions cap",2014,"Carbon Management",5,"4",,411,427,,8,10.1080/17583004.2015.1021563,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84949545233&partnerID=40&md5=ea10f6ccc3b0f05ce906c10cc30553b9",Review,Final,"All Open Access, Green",Scopus,2-s2.0-84949545233
"Xin-Yu, P., Daozhi, Z., Cheng-Xia, W.","57201241512; 23388362200; 56997566500","Enterprises’ emission reduction cooperation in carbon supply chain",2014,"Open Cybernetics and Systemics Journal",8,"", A931,931,937,,3,10.2174/1874110X01408010931,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84949523115&partnerID=40&md5=c358088f2f0c02bd505b4ace4777af7b",Article,Final,"All Open Access, Bronze",Scopus,2-s2.0-84949523115
"Hamut, H.S., Dincer, I., Naterer, G.F.","54941271600; 56278550500; 7003588790","Exergoeconomic and enviroeconomic analyses of hybrid electric vehicle thermal management systems",2014,"Progress in Sustainable Energy Technologies Vol II: Creating Sustainable Development",,"",,35,53,,2,10.1007/978-3-319-07977-6_3,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84948108333&partnerID=40&md5=2b9dd39dab47c36113617b5f8650d483",Book Chapter,Final,"",Scopus,2-s2.0-84948108333
"Chaturvedi, I.","56884506600","One scheme to bind them all? Should emissions trading schemes be linked?",2014,"Asia Pacific Journal of Environmental Law",17,"",,91,109,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84942894103&partnerID=40&md5=9b77825340cd158d5955ff0317a86d06",Article,Final,"",Scopus,2-s2.0-84942894103
"Pearse, R.","37073190400","Carbon trading for climate justice?",2014,"Asia Pacific Journal of Environmental Law",17,"",,111,130,,3,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84942852237&partnerID=40&md5=b5662d16d83c778b504db0f86f859431",Article,Final,"",Scopus,2-s2.0-84942852237
"Wang, J., Zhu, Y.","55742822300; 55723857100","Cost-benefit analysis of DSM energy-efficiency project in low-carbon vision: A case in China",2014,"Energy Education Science and Technology Part A: Energy Science and Research",32,"1",,645,658,,3,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84940262164&partnerID=40&md5=4abb0acb79e3fba995bfd7ab26c19a32",Article,Final,"",Scopus,2-s2.0-84940262164
[No author name available],[No author name available],"TCE: Policy: EU's carbon backloading plan clears final hurdle",2014,"TCE The Chemical Engineer",,"872",,51,,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84940228144&partnerID=40&md5=18478e900170636cb9ed41894ce5ae1e",Note,Final,"",Scopus,2-s2.0-84940228144
"Zou, X., Tian, L.","56158640200; 7202296248","Carbon price and international crude oil price fluctuations analysis based on ARMA_GARCH model",2014,"International Journal of Earth Sciences and Engineering",7,"6",,2588,2593,,1,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84938334675&partnerID=40&md5=8d02fa809f6307df18f31f1cb60493cc",Article,Final,"",Scopus,2-s2.0-84938334675
"Price, C.","7403078770","Regulating and supporting services and disservices: Customary approaches to valuation, and a few surprising case-study results",2014,"New Zealand Journal of Forestry Science",44,"", A005,,,,7,10.1186/1179-5395-44-S1-S5,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84934275071&partnerID=40&md5=2ef74671a469d190a8120b8bcdf49887",Article,Final,"All Open Access, Gold",Scopus,2-s2.0-84934275071
"Wang, F., Xie, X.","55924127400; 55358405400","New problem research on logistics economy operation considering carbon emission",2014,"ICLEM 2014: System Planning, Supply Chain Management, and Safety - Proceedings of the 2014 International Conference of Logistics Engineering and Management",,"",,477,483,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84933503413&partnerID=40&md5=3489db2d526cf946938acae8764c7d16",Conference Paper,Final,"",Scopus,2-s2.0-84933503413
"Boersen, A., Scholtens, B.","37050459100; 17344623500","The relationship between European electricity markets and emission allowance futures prices in phase II of the EU (European Union) emission trading scheme",2014,"Energy",74,"C",,585,594,,55,10.1016/j.energy.2014.07.024,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84927696779&partnerID=40&md5=c7ae6369fa08ea6b2546974c019fa380",Article,Final,"",Scopus,2-s2.0-84927696779
"Dellink, R.B., Jamet, S., Chateau, J., Duval, R.","6507507267; 6505980399; 15847828800; 24281258400","Towards global carbon pricing: Direct and indirect linking of carbon markets",2014,"OECD Journal: Economic Studies",2013,"1",,209,234,,11,10.1787/eco_studies-2013-5k421kk9j3vb,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84926014878&partnerID=40&md5=2271662c050917b0c8ca5724424684aa",Article,Final,"",Scopus,2-s2.0-84926014878
"Zhou, H., Sheng, J.-C.","55716751700; 56729970900","Has EU-ETS caused carbon leakage in the EU carbon-intensive industries",2014,"Zhongguo Renkou Ziyuan Yu Huan Jing/ China Population Resources and Environment",24,"1",,87,93,,,10.3969/j.issn.1002-2104.2014.01.013,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84923804758&partnerID=40&md5=79f525f13ddbbef2874c9a0b4ce94cce",Article,Final,"",Scopus,2-s2.0-84923804758
"Qi, T.-Y., Yang, Y.-H., Zhang, X.-I.","35787614300; 14520218600; 34769246300","The energy and economic impacts of international multi-region carbon market",2014,"Zhongguo Renkou Ziyuan Yu Huan Jing/ China Population Resources and Environment",24,"3",,19,24,,4,10.3969/j.issn.1002-2104.2014.03.004,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84923699198&partnerID=40&md5=5a4b944aa9009c80d85d4c498ce2dd7e",Article,Final,"",Scopus,2-s2.0-84923699198
"Alfsen, K.H., Eskeland, G.S., Linnerud, K.","6602358198; 56417740900; 35737328000","Technological change and the role of non-state actors",2014,"Global Climate Governance beyond 2012: Architecture, Agency and Adaptation",,"",,208,220,,,10.1017/CBO9781139107150.016,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84923419836&partnerID=40&md5=d61b88d50472f866961755405a727540",Book Chapter,Final,"",Scopus,2-s2.0-84923419836
"Arasto, A., Onarheim, K., Tsupari, E., Kärki, J.","25647142100; 52164301100; 8695878200; 6507196583","Bio-CCS: Feasibility comparison of large scale carbon-negative solutions",2014,"Energy Procedia",63,"",,6756,6769,,23,10.1016/j.egypro.2014.11.711,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84922949133&partnerID=40&md5=c23fea8e63d088af67c292a696a9e084",Conference Paper,Final,"All Open Access, Gold",Scopus,2-s2.0-84922949133
"Liang, X., Zhao, H., Pei, X.","35096210000; 7404779284; 56517606200","Assessing the option value of retrofitting a 200MW power plant to oxyfuel CO2capture",2014,"Energy Procedia",63,"",,7330,7336,,,10.1016/j.egypro.2014.11.769,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84922880425&partnerID=40&md5=d5d79d7e2b4b95986be5cf981b0106ad",Conference Paper,Final,"All Open Access, Gold",Scopus,2-s2.0-84922880425
"Kung, C.-C., McCarl, B.A., Chen, C.-C., Chen, L.-J.","53984474500; 7005687334; 8336656500; 56506002400","Environmental impact and bioenergy potential: Evaluation of agricultural commodity and animal waste based biochar application on taiwanese set-aside land",2014,"Energy Procedia",61,"",,679,682,,3,10.1016/j.egypro.2014.11.941,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84922360409&partnerID=40&md5=dca5dc6a7fd88b1ee7411a599011c9df",Conference Paper,Final,"All Open Access, Bronze",Scopus,2-s2.0-84922360409
"Lin, W., Gu, A., Liu, B., Wang, X.","55898519000; 36547955800; 57196891594; 37111732400","Emission trading scheme and feed-in tariff policy in China: Alternative or integrated?",2014,"Energy Procedia",61,"",,1323,1326,,3,10.1016/j.egypro.2014.11.1091,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84922359881&partnerID=40&md5=21dde62c5562568f0625f5a97eaf6564",Conference Paper,Final,"All Open Access, Gold",Scopus,2-s2.0-84922359881
"Bryan, B.A., Nolan, M., Harwood, T.D., Connor, J.D., Navarro-Garcia, J., King, D., Summers, D.M., Newth, D., Cai, Y., Grigg, N., Harman, I., Crossman, N.D., Grundy, M.J., Finnigan, J.J., Ferrier, S., Williams, K.J., Wilson, K.A., Law, E.A., Hatfield-Dodds, S.","7005323700; 55809874300; 26030345500; 24170934600; 54796840600; 15729376600; 55434217000; 8328668700; 55777725400; 7005653173; 15841319100; 10738998900; 57207563835; 7003416940; 7004032132; 15847123200; 8046846900; 36675163900; 12647793500","Supply of carbon sequestration and biodiversity services from Australia's agricultural land under global change",2014,"Global Environmental Change",28,"1",,166,181,,53,10.1016/j.gloenvcha.2014.06.013,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84922356118&partnerID=40&md5=09c0bb91f938fe94f7c4bc48513c2a4e",Article,Final,"",Scopus,2-s2.0-84922356118
"Damian, M.","7005548776","Robert Stavins on the carbon-pricing regime, the New York Times, 1 June 2014: Dodgy arguments",2014,"Economics and Policy of Energy and the Environment",,"1",,53,61,,2,10.3280/EFE2014-001003,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84919340021&partnerID=40&md5=d0d83572d0e59e8d950dac67e83125a6",Article,Final,"All Open Access, Green",Scopus,2-s2.0-84919340021
"Choi, A.S., Ritchie, B.W.","22978951300; 7006634938","Air travelers' carbon offsetting behavior: An experimental study",2014,"Advances in Culture, Tourism and Hospitality Research",9,"",,1,7,,1,10.1108/S1871-317320140000009001,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84911424626&partnerID=40&md5=aea43ca92189bbcc4679937ee1b3f134",Article,Final,"",Scopus,2-s2.0-84911424626
"García-Alvarado, M.S., Paquet, M., Chaabane, A.","56414598800; 36909241400; 26422002600","Impact of carbon emission regulations on inventory management",2014,"IIE Annual Conference and Expo 2014",,"",,3266,3275,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84910025228&partnerID=40&md5=043d07189236661ef9a3362fbc7657ad",Conference Paper,Final,"",Scopus,2-s2.0-84910025228
"Hanaoka, T., Akashi, O., Fujiwara, K., Motoki, Y., Hibino, G.","24780558800; 55822965025; 26655671200; 42561646900; 24467956300","Potential for reducing air-pollutants while achieving 2 °c global temperature change limit target",2014,"Environmental Pollution",195,"",,336,343,,14,10.1016/j.envpol.2014.06.022,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84908656864&partnerID=40&md5=706da3044222d9730b1ff2dfad70f078",Article,Final,"",Scopus,2-s2.0-84908656864
"Maraseni, T.N., Mushtaq, S., Reardon-Smith, K.","15126996400; 16549989300; 35211271200","Re-evaluating the rationale for irrigation technology adoption through an integrated trade-off analysis: Case study of a cotton farming system in Australia",2014,"Journal of Water and Climate Change",5,"3",,328,340,,3,10.2166/wcc.2014.046,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84907795065&partnerID=40&md5=6f66ec7a029654ba857a5071018baf1d",Article,Final,"",Scopus,2-s2.0-84907795065
